候选编号,服务区编号,机型编号,货箱列表,箱数,总质量_kg,总体积_m3,E_batch_kWh,T_batch_s
12669,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-07', 'S001-WAT-08', 'S001-FOD-02', 'S001-FOD-03', 'S001-HYG-01')",7,67.0,0.184,2.642716165368862,1578.7413550110386
12670,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-07', 'S001-WAT-08', 'S001-FOD-02', 'S001-FOD-03', 'S001-HYG-01', 'S001-HYG-02')",8,73.0,0.219,2.8168231901802643,1644.7413550110386
12671,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-07', 'S001-WAT-08', 'S001-FOD-01')",5,53.0,0.121,2.3590669907751733,1446.7413550110386
12672,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-07', 'S001-WAT-08', 'S001-FOD-01', 'S001-HYG-02')",6,59.0,0.156,2.4642745027762083,1512.7413550110386
12673,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-07', 'S001-WAT-08', 'S001-FOD-01', 'S001-HYG-01')",6,59.0,0.156,2.4642745027762083,1512.7413550110386
12674,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-07', 'S001-WAT-08', 'S001-FOD-01', 'S001-HYG-01', 'S001-HYG-02')",7,65.0,0.191,2.5931622756677637,1578.7413550110386
12675,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-07', 'S001-WAT-08', 'S001-FOD-01', 'S001-FOD-03')",6,61.0,0.149,2.5042647590793186,1512.7413550110386
12676,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-07', 'S001-WAT-08', 'S001-FOD-01', 'S001-FOD-03', 'S001-HYG-02')",7,67.0,0.184,2.642716165368862,1578.7413550110386
12677,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-07', 'S001-WAT-08', 'S001-FOD-01', 'S001-FOD-03', 'S001-HYG-01')",7,67.0,0.184,2.642716165368862,1578.7413550110386
12678,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-07', 'S001-WAT-08', 'S001-FOD-01', 'S001-FOD-03', 'S001-HYG-01', 'S001-HYG-02')",8,73.0,0.219,2.8168231901802643,1644.7413550110386
12679,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-07', 'S001-WAT-08', 'S001-FOD-01', 'S001-FOD-02')",6,61.0,0.149,2.5042647590793186,1512.7413550110386
12680,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-07', 'S001-WAT-08', 'S001-FOD-01', 'S001-FOD-02', 'S001-HYG-02')",7,67.0,0.184,2.642716165368862,1578.7413550110386
12681,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-07', 'S001-WAT-08', 'S001-FOD-01', 'S001-FOD-02', 'S001-HYG-01')",7,67.0,0.184,2.642716165368862,1578.7413550110386
12682,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-07', 'S001-WAT-08', 'S001-FOD-01', 'S001-FOD-02', 'S001-HYG-01', 'S001-HYG-02')",8,73.0,0.219,2.8168231901802643,1644.7413550110386
12683,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-07', 'S001-WAT-08', 'S001-FOD-01', 'S001-FOD-02', 'S001-FOD-03')",7,69.0,0.177,2.6961884563512597,1578.7413550110386
12684,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-07', 'S001-WAT-08', 'S001-FOD-01', 'S001-FOD-02', 'S001-FOD-03', 'S001-HYG-02')",8,75.0,0.212,2.8851650794993224,1644.7413550110386
12685,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-07', 'S001-WAT-08', 'S001-FOD-01', 'S001-FOD-02', 'S001-FOD-03', 'S001-HYG-01')",8,75.0,0.212,2.8851650794993224,1644.7413550110386
12686,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-06')",3,31.0,0.066,2.102270493061054,1314.7413550110386
12687,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-06', 'S001-HYG-02')",4,37.0,0.101,2.1570557096389296,1380.7413550110386
12688,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-06', 'S001-HYG-01')",4,37.0,0.101,2.1570557096389296,1380.7413550110386
12689,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-06', 'S001-HYG-01', 'S001-HYG-02')",5,43.0,0.136,2.221991327534985,1446.7413550110386
12690,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-06', 'S001-FOD-03')",4,39.0,0.094,2.177480648010943,1380.7413550110386
12691,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-06', 'S001-FOD-03', 'S001-HYG-02')",5,45.0,0.129,2.2462456018809482,1446.7413550110386
12692,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-06', 'S001-FOD-03', 'S001-HYG-01')",5,45.0,0.129,2.2462456018809482,1446.7413550110386
12693,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-06', 'S001-FOD-03', 'S001-HYG-01', 'S001-HYG-02')",6,51.0,0.164,2.328239559871037,1512.7413550110386
12694,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-06', 'S001-FOD-02')",4,39.0,0.094,2.177480648010943,1380.7413550110386
12695,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-06', 'S001-FOD-02', 'S001-HYG-02')",5,45.0,0.129,2.2462456018809482,1446.7413550110386
12696,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-06', 'S001-FOD-02', 'S001-HYG-01')",5,45.0,0.129,2.2462456018809482,1446.7413550110386
12697,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-06', 'S001-FOD-02', 'S001-HYG-01', 'S001-HYG-02')",6,51.0,0.164,2.328239559871037,1512.7413550110386
12698,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-06', 'S001-FOD-02', 'S001-FOD-03')",5,47.0,0.122,2.2719617593961248,1446.7413550110386
12699,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-06', 'S001-FOD-02', 'S001-FOD-03', 'S001-HYG-02')",6,53.0,0.157,2.3590669907751733,1512.7413550110386
12700,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-06', 'S001-FOD-02', 'S001-FOD-03', 'S001-HYG-01')",6,53.0,0.157,2.3590669907751733,1512.7413550110386
12701,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-06', 'S001-FOD-02', 'S001-FOD-03', 'S001-HYG-01', 'S001-HYG-02')",7,59.0,0.192,2.4642745027762083,1578.7413550110386
12702,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-06', 'S001-FOD-01')",4,39.0,0.094,2.177480648010943,1380.7413550110386
12703,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-06', 'S001-FOD-01', 'S001-HYG-02')",5,45.0,0.129,2.2462456018809482,1446.7413550110386
12704,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-06', 'S001-FOD-01', 'S001-HYG-01')",5,45.0,0.129,2.2462456018809482,1446.7413550110386
12705,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-06', 'S001-FOD-01', 'S001-HYG-01', 'S001-HYG-02')",6,51.0,0.164,2.328239559871037,1512.7413550110386
12706,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-06', 'S001-FOD-01', 'S001-FOD-03')",5,47.0,0.122,2.2719617593961248,1446.7413550110386
12707,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-06', 'S001-FOD-01', 'S001-FOD-03', 'S001-HYG-02')",6,53.0,0.157,2.3590669907751733,1512.7413550110386
12708,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-06', 'S001-FOD-01', 'S001-FOD-03', 'S001-HYG-01')",6,53.0,0.157,2.3590669907751733,1512.7413550110386
12709,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-06', 'S001-FOD-01', 'S001-FOD-03', 'S001-HYG-01', 'S001-HYG-02')",7,59.0,0.192,2.4642745027762083,1578.7413550110386
12710,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-06', 'S001-FOD-01', 'S001-FOD-02')",5,47.0,0.122,2.2719617593961248,1446.7413550110386
12711,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-06', 'S001-FOD-01', 'S001-FOD-02', 'S001-HYG-02')",6,53.0,0.157,2.3590669907751733,1512.7413550110386
12712,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-06', 'S001-FOD-01', 'S001-FOD-02', 'S001-HYG-01')",6,53.0,0.157,2.3590669907751733,1512.7413550110386
12713,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-06', 'S001-FOD-01', 'S001-FOD-02', 'S001-HYG-01', 'S001-HYG-02')",7,59.0,0.192,2.4642745027762083,1578.7413550110386
12714,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-06', 'S001-FOD-01', 'S001-FOD-02', 'S001-FOD-03')",6,55.0,0.15,2.391892070245835,1512.7413550110386
12715,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-06', 'S001-FOD-01', 'S001-FOD-02', 'S001-FOD-03', 'S001-HYG-02')",7,61.0,0.185,2.5042647590793186,1578.7413550110386
12716,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-06', 'S001-FOD-01', 'S001-FOD-02', 'S001-FOD-03', 'S001-HYG-01')",7,61.0,0.185,2.5042647590793186,1578.7413550110386
12717,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-06', 'S001-FOD-01', 'S001-FOD-02', 'S001-FOD-03', 'S001-HYG-01', 'S001-HYG-02')",8,67.0,0.22,2.642716165368862,1644.7413550110386
12718,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-06', 'S001-WAT-08')",4,45.0,0.093,2.2462456018809482,1380.7413550110386
12719,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-06', 'S001-WAT-08', 'S001-HYG-02')",5,51.0,0.128,2.328239559871037,1446.7413550110386
12720,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-06', 'S001-WAT-08', 'S001-HYG-01')",5,51.0,0.128,2.328239559871037,1446.7413550110386
12721,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-06', 'S001-WAT-08', 'S001-HYG-01', 'S001-HYG-02')",6,57.0,0.163,2.4268936970339294,1512.7413550110386
12722,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-06', 'S001-WAT-08', 'S001-FOD-03')",5,53.0,0.121,2.3590669907751733,1446.7413550110386
12723,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-06', 'S001-WAT-08', 'S001-FOD-03', 'S001-HYG-02')",6,59.0,0.156,2.4642745027762083,1512.7413550110386
12724,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-06', 'S001-WAT-08', 'S001-FOD-03', 'S001-HYG-01')",6,59.0,0.156,2.4642745027762083,1512.7413550110386
12725,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-06', 'S001-WAT-08', 'S001-FOD-03', 'S001-HYG-01', 'S001-HYG-02')",7,65.0,0.191,2.5931622756677637,1578.7413550110386
12726,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-06', 'S001-WAT-08', 'S001-FOD-02')",5,53.0,0.121,2.3590669907751733,1446.7413550110386
12727,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-06', 'S001-WAT-08', 'S001-FOD-02', 'S001-HYG-02')",6,59.0,0.156,2.4642745027762083,1512.7413550110386
12728,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-06', 'S001-WAT-08', 'S001-FOD-02', 'S001-HYG-01')",6,59.0,0.156,2.4642745027762083,1512.7413550110386
12729,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-06', 'S001-WAT-08', 'S001-FOD-02', 'S001-HYG-01', 'S001-HYG-02')",7,65.0,0.191,2.5931622756677637,1578.7413550110386
12730,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-06', 'S001-WAT-08', 'S001-FOD-02', 'S001-FOD-03')",6,61.0,0.149,2.5042647590793186,1512.7413550110386
12731,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-06', 'S001-WAT-08', 'S001-FOD-02', 'S001-FOD-03', 'S001-HYG-02')",7,67.0,0.184,2.642716165368862,1578.7413550110386
12732,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-06', 'S001-WAT-08', 'S001-FOD-02', 'S001-FOD-03', 'S001-HYG-01')",7,67.0,0.184,2.642716165368862,1578.7413550110386
12733,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-06', 'S001-WAT-08', 'S001-FOD-02', 'S001-FOD-03', 'S001-HYG-01', 'S001-HYG-02')",8,73.0,0.219,2.8168231901802643,1644.7413550110386
12734,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-06', 'S001-WAT-08', 'S001-FOD-01')",5,53.0,0.121,2.3590669907751733,1446.7413550110386
12735,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-06', 'S001-WAT-08', 'S001-FOD-01', 'S001-HYG-02')",6,59.0,0.156,2.4642745027762083,1512.7413550110386
12736,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-06', 'S001-WAT-08', 'S001-FOD-01', 'S001-HYG-01')",6,59.0,0.156,2.4642745027762083,1512.7413550110386
12737,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-06', 'S001-WAT-08', 'S001-FOD-01', 'S001-HYG-01', 'S001-HYG-02')",7,65.0,0.191,2.5931622756677637,1578.7413550110386
12738,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-06', 'S001-WAT-08', 'S001-FOD-01', 'S001-FOD-03')",6,61.0,0.149,2.5042647590793186,1512.7413550110386
12739,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-06', 'S001-WAT-08', 'S001-FOD-01', 'S001-FOD-03', 'S001-HYG-02')",7,67.0,0.184,2.642716165368862,1578.7413550110386
12740,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-06', 'S001-WAT-08', 'S001-FOD-01', 'S001-FOD-03', 'S001-HYG-01')",7,67.0,0.184,2.642716165368862,1578.7413550110386
12741,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-06', 'S001-WAT-08', 'S001-FOD-01', 'S001-FOD-03', 'S001-HYG-01', 'S001-HYG-02')",8,73.0,0.219,2.8168231901802643,1644.7413550110386
12742,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-06', 'S001-WAT-08', 'S001-FOD-01', 'S001-FOD-02')",6,61.0,0.149,2.5042647590793186,1512.7413550110386
12743,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-06', 'S001-WAT-08', 'S001-FOD-01', 'S001-FOD-02', 'S001-HYG-02')",7,67.0,0.184,2.642716165368862,1578.7413550110386
12744,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-06', 'S001-WAT-08', 'S001-FOD-01', 'S001-FOD-02', 'S001-HYG-01')",7,67.0,0.184,2.642716165368862,1578.7413550110386
12745,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-06', 'S001-WAT-08', 'S001-FOD-01', 'S001-FOD-02', 'S001-HYG-01', 'S001-HYG-02')",8,73.0,0.219,2.8168231901802643,1644.7413550110386
12746,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-06', 'S001-WAT-08', 'S001-FOD-01', 'S001-FOD-02', 'S001-FOD-03')",7,69.0,0.177,2.6961884563512597,1578.7413550110386
12747,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-06', 'S001-WAT-08', 'S001-FOD-01', 'S001-FOD-02', 'S001-FOD-03', 'S001-HYG-02')",8,75.0,0.212,2.8851650794993224,1644.7413550110386
12748,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-06', 'S001-WAT-08', 'S001-FOD-01', 'S001-FOD-02', 'S001-FOD-03', 'S001-HYG-01')",8,75.0,0.212,2.8851650794993224,1644.7413550110386
12749,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-06', 'S001-WAT-07')",4,45.0,0.093,2.2462456018809482,1380.7413550110386
12750,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-06', 'S001-WAT-07', 'S001-HYG-02')",5,51.0,0.128,2.328239559871037,1446.7413550110386
12751,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-06', 'S001-WAT-07', 'S001-HYG-01')",5,51.0,0.128,2.328239559871037,1446.7413550110386
12752,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-06', 'S001-WAT-07', 'S001-HYG-01', 'S001-HYG-02')",6,57.0,0.163,2.4268936970339294,1512.7413550110386
12753,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-06', 'S001-WAT-07', 'S001-FOD-03')",5,53.0,0.121,2.3590669907751733,1446.7413550110386
12754,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-06', 'S001-WAT-07', 'S001-FOD-03', 'S001-HYG-02')",6,59.0,0.156,2.4642745027762083,1512.7413550110386
12755,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-06', 'S001-WAT-07', 'S001-FOD-03', 'S001-HYG-01')",6,59.0,0.156,2.4642745027762083,1512.7413550110386
12756,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-06', 'S001-WAT-07', 'S001-FOD-03', 'S001-HYG-01', 'S001-HYG-02')",7,65.0,0.191,2.5931622756677637,1578.7413550110386
12757,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-06', 'S001-WAT-07', 'S001-FOD-02')",5,53.0,0.121,2.3590669907751733,1446.7413550110386
12758,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-06', 'S001-WAT-07', 'S001-FOD-02', 'S001-HYG-02')",6,59.0,0.156,2.4642745027762083,1512.7413550110386
12759,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-06', 'S001-WAT-07', 'S001-FOD-02', 'S001-HYG-01')",6,59.0,0.156,2.4642745027762083,1512.7413550110386
12760,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-06', 'S001-WAT-07', 'S001-FOD-02', 'S001-HYG-01', 'S001-HYG-02')",7,65.0,0.191,2.5931622756677637,1578.7413550110386
12761,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-06', 'S001-WAT-07', 'S001-FOD-02', 'S001-FOD-03')",6,61.0,0.149,2.5042647590793186,1512.7413550110386
12762,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-06', 'S001-WAT-07', 'S001-FOD-02', 'S001-FOD-03', 'S001-HYG-02')",7,67.0,0.184,2.642716165368862,1578.7413550110386
12763,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-06', 'S001-WAT-07', 'S001-FOD-02', 'S001-FOD-03', 'S001-HYG-01')",7,67.0,0.184,2.642716165368862,1578.7413550110386
12764,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-06', 'S001-WAT-07', 'S001-FOD-02', 'S001-FOD-03', 'S001-HYG-01', 'S001-HYG-02')",8,73.0,0.219,2.8168231901802643,1644.7413550110386
12765,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-06', 'S001-WAT-07', 'S001-FOD-01')",5,53.0,0.121,2.3590669907751733,1446.7413550110386
12766,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-06', 'S001-WAT-07', 'S001-FOD-01', 'S001-HYG-02')",6,59.0,0.156,2.4642745027762083,1512.7413550110386
12767,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-06', 'S001-WAT-07', 'S001-FOD-01', 'S001-HYG-01')",6,59.0,0.156,2.4642745027762083,1512.7413550110386
12768,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-06', 'S001-WAT-07', 'S001-FOD-01', 'S001-HYG-01', 'S001-HYG-02')",7,65.0,0.191,2.5931622756677637,1578.7413550110386
12769,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-06', 'S001-WAT-07', 'S001-FOD-01', 'S001-FOD-03')",6,61.0,0.149,2.5042647590793186,1512.7413550110386
12770,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-06', 'S001-WAT-07', 'S001-FOD-01', 'S001-FOD-03', 'S001-HYG-02')",7,67.0,0.184,2.642716165368862,1578.7413550110386
12771,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-06', 'S001-WAT-07', 'S001-FOD-01', 'S001-FOD-03', 'S001-HYG-01')",7,67.0,0.184,2.642716165368862,1578.7413550110386
12772,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-06', 'S001-WAT-07', 'S001-FOD-01', 'S001-FOD-03', 'S001-HYG-01', 'S001-HYG-02')",8,73.0,0.219,2.8168231901802643,1644.7413550110386
12773,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-06', 'S001-WAT-07', 'S001-FOD-01', 'S001-FOD-02')",6,61.0,0.149,2.5042647590793186,1512.7413550110386
12774,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-06', 'S001-WAT-07', 'S001-FOD-01', 'S001-FOD-02', 'S001-HYG-02')",7,67.0,0.184,2.642716165368862,1578.7413550110386
12775,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-06', 'S001-WAT-07', 'S001-FOD-01', 'S001-FOD-02', 'S001-HYG-01')",7,67.0,0.184,2.642716165368862,1578.7413550110386
12776,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-06', 'S001-WAT-07', 'S001-FOD-01', 'S001-FOD-02', 'S001-HYG-01', 'S001-HYG-02')",8,73.0,0.219,2.8168231901802643,1644.7413550110386
12777,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-06', 'S001-WAT-07', 'S001-FOD-01', 'S001-FOD-02', 'S001-FOD-03')",7,69.0,0.177,2.6961884563512597,1578.7413550110386
12778,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-06', 'S001-WAT-07', 'S001-FOD-01', 'S001-FOD-02', 'S001-FOD-03', 'S001-HYG-02')",8,75.0,0.212,2.8851650794993224,1644.7413550110386
12779,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-06', 'S001-WAT-07', 'S001-FOD-01', 'S001-FOD-02', 'S001-FOD-03', 'S001-HYG-01')",8,75.0,0.212,2.8851650794993224,1644.7413550110386
12780,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-06', 'S001-WAT-07', 'S001-WAT-08')",5,59.0,0.12,2.4642745027762083,1446.7413550110386
12781,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-06', 'S001-WAT-07', 'S001-WAT-08', 'S001-HYG-02')",6,65.0,0.155,2.5931622756677637,1512.7413550110386
12782,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-06', 'S001-WAT-07', 'S001-WAT-08', 'S001-HYG-01')",6,65.0,0.155,2.5931622756677637,1512.7413550110386
12783,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-06', 'S001-WAT-07', 'S001-WAT-08', 'S001-HYG-01', 'S001-HYG-02')",7,71.0,0.19,2.7540433854957787,1578.7413550110386
12784,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-06', 'S001-WAT-07', 'S001-WAT-08', 'S001-FOD-03')",6,67.0,0.148,2.642716165368862,1512.7413550110386
12785,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-06', 'S001-WAT-07', 'S001-WAT-08', 'S001-FOD-03', 'S001-HYG-02')",7,73.0,0.183,2.8168231901802643,1578.7413550110386
12786,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-06', 'S001-WAT-07', 'S001-WAT-08', 'S001-FOD-03', 'S001-HYG-01')",7,73.0,0.183,2.8168231901802643,1578.7413550110386
12787,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-06', 'S001-WAT-07', 'S001-WAT-08', 'S001-FOD-03', 'S001-HYG-01', 'S001-HYG-02')",8,79.0,0.218,3.041694706222553,1644.7413550110386
12788,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-06', 'S001-WAT-07', 'S001-WAT-08', 'S001-FOD-02')",6,67.0,0.148,2.642716165368862,1512.7413550110386
12789,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-06', 'S001-WAT-07', 'S001-WAT-08', 'S001-FOD-02', 'S001-HYG-02')",7,73.0,0.183,2.8168231901802643,1578.7413550110386
12790,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-06', 'S001-WAT-07', 'S001-WAT-08', 'S001-FOD-02', 'S001-HYG-01')",7,73.0,0.183,2.8168231901802643,1578.7413550110386
12791,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-06', 'S001-WAT-07', 'S001-WAT-08', 'S001-FOD-02', 'S001-HYG-01', 'S001-HYG-02')",8,79.0,0.218,3.041694706222553,1644.7413550110386
12792,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-06', 'S001-WAT-07', 'S001-WAT-08', 'S001-FOD-02', 'S001-FOD-03')",7,75.0,0.176,2.8851650794993224,1578.7413550110386
12793,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-06', 'S001-WAT-07', 'S001-WAT-08', 'S001-FOD-01')",6,67.0,0.148,2.642716165368862,1512.7413550110386
12794,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-06', 'S001-WAT-07', 'S001-WAT-08', 'S001-FOD-01', 'S001-HYG-02')",7,73.0,0.183,2.8168231901802643,1578.7413550110386
12795,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-06', 'S001-WAT-07', 'S001-WAT-08', 'S001-FOD-01', 'S001-HYG-01')",7,73.0,0.183,2.8168231901802643,1578.7413550110386
12796,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-06', 'S001-WAT-07', 'S001-WAT-08', 'S001-FOD-01', 'S001-HYG-01', 'S001-HYG-02')",8,79.0,0.218,3.041694706222553,1644.7413550110386
12797,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-06', 'S001-WAT-07', 'S001-WAT-08', 'S001-FOD-01', 'S001-FOD-03')",7,75.0,0.176,2.8851650794993224,1578.7413550110386
12798,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-06', 'S001-WAT-07', 'S001-WAT-08', 'S001-FOD-01', 'S001-FOD-02')",7,75.0,0.176,2.8851650794993224,1578.7413550110386
12799,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-05')",3,31.0,0.066,2.102270493061054,1314.7413550110386
12800,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-05', 'S001-HYG-02')",4,37.0,0.101,2.1570557096389296,1380.7413550110386
12801,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-05', 'S001-HYG-01')",4,37.0,0.101,2.1570557096389296,1380.7413550110386
